id_lector,id_libro,label
71,esperando-al-diluvio,0
92,el-topo-que-queria-saber-quien-se-habia-hecho-aquello-en-su-cabeza,1
19,las-torres-de-sancho,1
216,el-problema-final,1
59,central-park,1
133,el-nino-con-el-pijama-de-rayas,1
31,el-color-del-silencio-1,1
75,cantos-de-sirena,1
214,viaje-al-fin-de-la-noche,0
40,cumbres-borrascosas,1
40,la-prisionera-de-roma,1
92,serotonina,0
196,el-cadaver-gideon-crew-2,0
65,la-amiga-estupenda-dos-amigas-1,1
101,el-infierno-2,1
209,memorias-de-un-amante-sarnoso,0
25,las-ganas,0
89,el-rayo-dormido,1
66,octubre-octubre-1,1
8,historia-de-dos-ciudades,1
208,la-ciudad-de-la-lluvia,1
210,obabakoak,0
220,las-formas-del-querer,0
95,grimpow-el-camino-invisible,1
75,cuarentena-1,1
120,aguilas-en-la-tormenta,1
59,los-litigantes,1
174,luna-luna-nueva-trilogia-luna-1,0
89,oceano-mar,0
154,el-principe-del-parnaso,1
75,la-buena-letra,1
214,tragedias-1,0
100,la-sonata-del-silencio,1
110,el-curioso-incidente-del-perro-a-medianoche,1
153,el-refugio-de-sandrine,1
189,mafalda-8,1
28,bridget-jones-sobrevivire,1
209,el-pistolero-la-torre-oscura-i,1
173,los-hijos-del-limo,0
199,alto-riesgo,1
205,el-testamento-de-magneto,1
59,la-tumba-del-rey,1
95,estado-de-miedo,1
65,cuentos-macabros,1
88,los-miserables-1,1
160,la-noche-en-que-fui-traicionada,0
87,la-verdad-sobre-el-caso-harry-quebert,1
174,manitu,0
37,los-jefes-los-cachorros,1
199,aprendiz-de-sabio,0
114,nosotros,0
12,la-constitucion-de-alfonso-ussia-lo-que-le-falta-a-nuestra-carta-magna,0
37,deuda-de-sangre,0
61,revolucion-una-novela,1
174,el-hermano-bastardo-de-dios,0
59,doble-silencio,1
110,jane-eyre,0
174,anticiclon-de-los-ozores,0
103,tras-la-mascara,1
110,el-fin-del-fin-de-la-tierra,1
179,la-torre-de-la-golondrina-la-saga-de-geralt-de-rivia-libro-vi,1
75,historia-de-los-abuelos-que-no-tuve-1,1
219,las-olas-del-tiemmpo-perdido,0
31,fin-de-temporada,1
124,madrugada-1,0
116,la-desaparicion-de-stephanie-mailer,1
210,la-nostalgia-de-la-mujer-anfibio,1
65,la-mascara-de-ripley,1
227,las-horas-distantes,0
115,conquistador-i-el-lobo-de-las-estepas-la-historia-epica-del-gran-conquistador-gengis-khan,1
189,filtro-de-amor,1
109,el-nino-con-el-pijama-de-rayas,1
133,asesinato-en-el-orient-express,1
229,mi-ano-de-descanso-y-relajacion,1
172,la-acabadora,0
37,la-tregua,1
94,mas-alla-del-amor,0
145,el-simbolo-perdido,0
124,amanecer-saga-crepusculo-iv,0
214,la-pasion-turca,1
205,el-mar-de-los-monstruos-percy-jackson-y-los-dioses-del-olimpo-ii,0
224,por-un-beso,1
8,el-libro-de-los-baltimore,1
65,el-hombre-que-esculpio-a-dios,1
184,el-vestido-azul,0
184,las-lealtades,1
25,el-misterio-de-la-cripta-embrujada,0
115,rio-fugitivo,1
160,el-confesionario,0
195,una-familia-feliz,0
123,intrusos-2,1
66,agatha-raisin-y-el-veterinario-cruel-agatha-raisin-2,1
28,la-sombra-del-viento-el-cementerio-de-los-libros-olvidados-1,1
172,la-sombra-del-viento-el-cementerio-de-los-libros-olvidados-1,1
202,la-sangre-de-los-inocentes,0
82,dias-sin-hambre,0
66,donde-estais,1
12,lo-ruhama-no-compadecida,0
96,la-sangre-de-los-elfos-la-saga-de-geralt-de-rivia-libro-iii,0
93,el-ano-del-diluvio,0
40,duendes-fantasmas-y-casas-encantadas-de-madrid,1
169,el-amuleto,1
208,en-fuga,1
227,el-maravilloso-viaje-de-nils-holgersson,1
174,erase-una-vez-un-numero,1
193,la-reina-en-el-palacio-de-las-corrientes-de-aire-millennium-iii,1
168,choque-de-reyes-cancion-de-hielo-y-fuego-2,1
210,aun-no-es-tarde,1
24,el-jinete-polaco,1
13,el-ala-rota,1
98,el-padrino,1
148,creepy-n7,0
114,el-husar,1
16,la-clave-esta-en-rebeca,1
147,heartstopper-1-dos-chicos-juntos,0
93,marina,1
114,rimas-y-leyendas,0
153,golpeate-el-corazon,1
171,el-bosque-de-los-pigmeos,0
35,antes-de-que-nos-olviden,1
171,el-peligro-de-estar-cuerda,1
174,el-caso-sorge-un-espia-de-stalin-en-tokio,0
2,harry-potter-y-la-piedra-filosofal,0
171,maria-estuardo,1
143,cinco-inviernos,1
81,si-tu-me-dices-ven-lo-dejo-todo-pero-dime-ven,0
153,la-llama-de-focea,0
19,a-sangre-fria,1
210,alta-fidelidad,0
98,matadero-cinco,1
95,alonso-mozo-de-muchos-amos,0
208,flores-sobre-el-infierno,1
119,el-conde-belisario,0
137,piel-de-lobo,1
33,las-abuelas,0
204,el-padrino,1
204,nunca-olvides-que-te-quiero,0
130,las-deudas-del-cuerpo-dos-amigas-3,1
160,la-cinta-roja,1
116,the-crow,1
210,la-comunidad-8,0
67,1984,1
204,ceguera-asesina,1
161,la-casa-que-construyo-jack,1
95,los-botes-del-glen-carrig,1
204,el-alienista-1,1
189,diario-de-un-ama-de-casa-desquiciada,1
171,el-papiro-de-saqqara,0
114,falco,0
19,la-lista-de-schindler,1
209,casa-de-verano-con-piscina,1
130,el-guardian-invisible-trilogia-del-baztan-1,0
214,muerte-de-un-viajante,0
115,vestido-de-novia,1
82,la-hija-del-relojero,0
183,el-faraon-negro,0
172,mil-soles-esplendidos,1
123,un-caballero-en-moscu,1
202,paula,1
160,el-hombre-que-arreglaba-las-bicicletas,1
123,rompepistas,1
75,la-peor-parte-memorias-de-amor,1
93,la-conjura-del-faraon,1
145,el-asombroso-viaje-de-pomponio-flato,1
157,la-huella-de-una-carta,1
59,el-guerrero-a-la-sombra-del-cerezo,1
93,la-ultima-salida,1
54,despues-del-terremoto,1
115,campos-de-gloria,1
160,a-tumba-abierta-2,1
150,soldados-de-salamina,1
8,la-isla-del-tesoro,1
4,hijos-de-la-fabula,0
184,el-secreto-de-elisa,0
174,el-espejo-se-rajo-de-parte-a-parte,1
184,morir-no-es-lo-que-mas-duele,0
56,el-antropologo-inocente,1
153,la-agonia-del-asesino,0
143,una-fortuna-peligrosa,1
227,el-caso-anne,0
114,crematorio,0
153,un-largo-silencio-2,1
179,arcanum-ilimitado-la-coleccion-del-cosmere,1
115,la-gran-serpiente,1
125,el-peso-de-los-muertos,0
89,el-bosque-sabe-tu-nombre,1
174,la-novia-gitana,1
157,el-medico,1
114,los-tres-mosqueteros,0
73,la-sombra-del-viento-el-cementerio-de-los-libros-olvidados-1,1
24,iacobus,0
120,el-imperio-de-las-lagrimas,0
227,el-proceso,0
5,los-viajes-de-gulliver,1
46,apocalipsis-z-el-principio-del-fin,1
59,la-abadia-de-los-crimenes,1
214,el-juego-de-ender,1
93,el-adversario,1
40,los-ladrones-somos-gente-honrada,1
161,las-cosas,0
150,odisea,1
69,libro-de-las-fundaciones,1
191,noche-sagrada,1
12,golpe-de-gracia,1
161,diana-o-la-cazadora-solitaria,1
194,la-sombra-del-viento-el-cementerio-de-los-libros-olvidados-1,1
114,neverwhere-1,0
189,la-piel-fria,0
209,el-amigo-manso,1
120,absolute-watchmen,0
145,ultimas-tardes-con-teresa,0
8,el-libro-rojo-1,0
145,la-telarana-3,1
89,la-nena,1
174,aloma-el-tesoro-temerario,0
153,las-cosas-que-perdimos-en-el-fuego,1
89,sabor-critico,1
120,la-reina-sin-reino,1
125,madrid-la-novela,0
190,un-amor-contra-el-viento,0
24,banderas-en-la-niebla,1
147,el-alcalde-de-zalamea,1
117,las-uvas-de-la-ira,1
101,sushi-para-principiantes,1
59,si-no-lo-matamos,1
35,el-buen-hermano,1
174,cabezon-jones-el-recopilatorio,1
100,todo-lo-que-podriamos-haber-sido-tu-y-yo-si-no-fueramos-tu-y-yo,1
20,la-bestia-6,1
205,los-pilares-de-la-tierra,1
220,el-simbolo-perdido,0
126,el-lobo-blanco,0
146,una-sola-palabra,1
204,morir-en-el-intento,1
40,misterioso-asesinato-en-casa-de-cervantes,0
54,el-alquimista-y-otros-relatos,1
135,batman-el-largo-halloween,1
4,el-extrano-caso-del-dr-jekyll-y-mr-hyde-olalla,1
191,vivo-o-muerto-1,1
203,cien-anos-de-soledad,1
189,buzon-de-tiempo,0
39,las-cortes-del-amor,1
59,alta-tension,0
173,la-puerta-en-el-muro,0
160,las-cenizas-de-angela,1
165,el-guardian-invisible-trilogia-del-baztan-1,1
204,nunca-vuelvas-atras,0
165,sukkwan-island,1
59,el-laberinto,1
82,los-renglones-torcidos-de-dios,1
174,el-visitante-2,0
171,el-viento-conoce-mi-nombre,1
210,de-tigres-y-gacelas,1
25,nuestro-cuerpo-1,1
150,sin-sangre,1
103,el-ruisenor,0
19,montado-en-la-bala-riding-the-bullet,0
65,el-ocho,1
218,cuatro-amigos,0
193,el-escarabajo-de-oro,1
93,asi-se-domina-el-mundo-desvelando-las-claves-del-poder-mundial,0
4,el-nino-con-el-pijama-de-rayas,1
71,tocado-y-hundido,0
157,el-corazon-de-inglaterra,0
216,mecanoscrito-del-segundo-origen,0
214,el-quinto-hijo,0
226,cienfuegos-cienfuegos-1,1
2,la-voz-dormida,0
59,el-papa-luna-benedictus-xiii-y-el-cisma-de-occidente,1
204,voces-que-susurran,1
146,el-coronel-no-tiene-quien-le-escriba,1
165,el-medico,0
69,la-caverna-de-las-ideas,0
59,el-club-de-los-psicopatas,1
153,la-senora-march,0
40,el-septimo-circulo-del-infierno-escritores-malditos-escritoras-olvidada,1
19,un-dia-en-la-vida-de-ivan-denisovich,1
130,el-alquimista,0
37,confabulario,1
146,el-hombre-duplicado,1
120,kaiki-2-nuevos-cuentos-de-terror-y-locura,1
160,la-moneda-de-akragas,1
120,capitan-de-navio-serie-aubrey-y-maturin-ii,0
114,dmz-n04-fuego-amigo,1
202,niebla,0
183,la-chica-que-sonaba-con-una-cerilla-y-un-bidon-de-gasolina-millennium-ii,1
153,la-postal,0
171,el-senor-de-los-anillos-i-la-comunidad-del-anillo,1
162,la-novia-gitana,1
59,la-rubia-de-ojos-negros,1
7,el-senor-de-los-anillos-i-la-comunidad-del-anillo,1
214,el-maestro-de-esgrima,1
140,el-dia-que-se-perdio-la-cordura,1
110,el-aleph,1
153,sira,0
89,comida-para-peces,0
196,muerte-y-vida-de-bobby-z,0
119,yo-claudio-y-claudio-el-dios-estuche,0
54,la-condena,0
114,sandman-02-la-casa-de-munecas,1
120,la-maquina-espacial,0
95,el-mundo-de-ayer-memorias-de-un-europeo,1
140,el-laberinto-de-los-espiritus-el-cementerio-de-los-libros-olvidados-4,1
141,una-forma-de-resistencia,0
189,una-lectora-nada-comun,0
187,el-arbol-de-la-ciencia,1
171,la-regenta,1
145,aita-tettauen,1
143,la-voz-del-silencio,1
56,olvidado-rey-gudu,1
214,el-padrino,1
115,el-aliento-de-los-dioses,1
171,peregrinatio,0
185,el-amor-en-los-tiempos-del-colera-2,1
115,un-verano-chino-viaje-a-un-pais-sin-pasado,1
114,la-rebelion-de-las-masas,0
110,dos-anos-ocho-meses-y-veintiocho-noches,1
70,el-tao-de-warren-buffet-la-sabiduria-de-un-genio,0
115,la-biblioteca-de-los-suenos-imposibles,0
2,cinco-dias-en-paris,0
120,para-leer-a-cervantes,1
216,el-extranjero-1,1
180,purgatorio-5,1
35,el-corazon-es-un-cazador-solitario,1
17,la-mejor-voluntad,1
4,legado-en-los-huesos-trilogia-del-baztan-2,1
202,tranvia-a-la-malvarrosa,0
4,vivir-1,1
161,el-baron-rampante,1
136,la-desaparicion-de-stephanie-mailer,1
52,sakamura-corrales-y-los-muertos-rientes,0
183,la-traicion-de-roma,1
16,la-octava-vida-para-brilka,1
120,la-reina-descalza,0
56,vagabundo-en-africa,1
222,el-gris,1
52,el-guardian-entre-el-centeno,0
19,etica-para-amador,0
24,la-calavera-del-sultan-makawa-novela-de-la-gran-guerra,0
160,la-beltraneja-el-pecado-oculto-de-isabel-la-catolica,0
160,a-simple-vista,1
171,el-murmullo-de-las-abejas,1
61,desde-donde-se-domine-la-llanura-las-guerreras-maxwell-2,1
120,el-oasis,1
207,harry-potter-y-las-reliquias-de-la-muerte,1
174,creepy-n2,0
4,el-oro-del-rey-alatriste-iv,1
